date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:09:59	61317/61317	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Aug%202017%2014:34:32%20GMT	http://materialadmin.thememinister.com/admin/assets/plugins/fullcalendar/lib/moment.min.js	/home/gaurav/websites/Admin1/materialadmin.thememinister.com/admin/assets/plugins/fullcalendar/lib/moment.min.js	(from http://materialadmin.thememinister.com/admin/calender.html)
22:10:02	131384/131384	---MCZ	200	added ('OK')	application/javascript	date:Fri,%2025%20Aug%202017%2014:34:30%20GMT	http://materialadmin.thememinister.com/admin/assets/plugins/fullcalendar/fullcalendar.min.js	/home/gaurav/websites/Admin1/materialadmin.thememinister.com/admin/assets/plugins/fullcalendar/fullcalendar.min.js	(from http://materialadmin.thememinister.com/admin/calender.html)
22:10:02	349/349	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Aug%202017%2016:40:02%20GMT	http://materialadmin.thememinister.com/admin/assets/img/ico/favicon.png	/home/gaurav/websites/Admin1/materialadmin.thememinister.com/admin/assets/img/ico/favicon.png	(from http://materialadmin.thememinister.com/admin/login.html)
22:10:04	233/233	---MC-	200	added ('OK')	text/css	date:Thu,%2031%20Aug%202017%2016:40:03%20GMT	https://fonts.googleapis.com/css?family=Trocchi	/home/gaurav/websites/Admin1/fonts.googleapis.com/css08e5.css	(from http://materialadmin.thememinister.com/admin/404.html)
22:10:05	332/332	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2031%20Aug%202017%2016:40:04%20GMT	http://materialadmin.thememinister.com/admin/grid.html	/home/gaurav/websites/Admin1/materialadmin.thememinister.com/admin/grid.98.delayed	(from http://materialadmin.thememinister.com/admin/gridsystem.html)
22:10:09	490491/490491	---M--	200	added ('OK')	image/jpeg	date:Fri,%2025%20Aug%202017%2014:34:04%20GMT	http://materialadmin.thememinister.com/admin/assets/dist/img/imgs/7.jpg	/home/gaurav/websites/Admin1/materialadmin.thememinister.com/admin/assets/dist/img/imgs/7.jpg	(from http://materialadmin.thememinister.com/admin/image_gellary.html)
22:10:12	9/9	---M--	200	added ('OK')	text/plain	etag:%2259287821-9%22	https://placehold.it/robots.txt		(from http://materialadmin.thememinister.com/admin/modals.html)
22:10:13	22128/22128	URF---	200	added ('OK%20(cached)')	image/png		http://materialadmin.thememinister.com/admin/assets/dist/img/logo3.png	/home/gaurav/websites/Admin1/materialadmin.thememinister.com/admin/assets/dist/img/logo3.png	(from http://materialadmin.thememinister.com/admin/index.html)
22:10:13	40362/40362	URF---	200	added ('OK%20(cached)')	image/png		http://materialadmin.thememinister.com/admin/assets/dist/img/avatar4.png	/home/gaurav/websites/Admin1/materialadmin.thememinister.com/admin/assets/dist/img/avatar4.png	(from http://materialadmin.thememinister.com/admin/index.html)
22:10:13	40651/40651	URF---	200	added ('OK%20(cached)')	image/png		http://materialadmin.thememinister.com/admin/assets/dist/img/avatar3.png	/home/gaurav/websites/Admin1/materialadmin.thememinister.com/admin/assets/dist/img/avatar3.png	(from http://materialadmin.thememinister.com/admin/index.html)
22:10:14	6992/6992	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Aug%202017%2014:43:38%20GMT	http://materialadmin.thememinister.com/admin/assets/plugins/jquery-ui-1.12.1/images/ui-icons_444444_256x240.png	/home/gaurav/websites/Admin1/materialadmin.thememinister.com/admin/assets/plugins/jquery-ui-1.12.1/images/ui-icons_444444_256x240.png	(from http://materialadmin.thememinister.com/admin/assets/plugins/jquery-ui-1.12.1/jquery-ui.min.css)
22:10:15	6988/6988	---M--	200	added ('OK')	image/png	date:Fri,%2025%20Aug%202017%2014:43:38%20GMT	http://materialadmin.thememinister.com/admin/assets/plugins/jquery-ui-1.12.1/images/ui-icons_555555_256x240.png	/home/gaurav/websites/Admin1/materialadmin.thememinister.com/admin/assets/plugins/jquery-ui-1.12.1/images/ui-icons_555555_256x240.png	(from http://materialadmin.thememinister.com/admin/assets/plugins/jquery-ui-1.12.1/jquery-ui.min.css)
